NRKARTY,DATAW,MASA,JEDN,FIRMA,NR_KLIENTA,NR_MAGW,NR_ODPADU
403/1W/2016,30.08.2016,1.167,Mg.,1,12659,29700,605
890/0W/2016,22.08.2016,0.898,Mg.,0,15680,29663,344
908/0W/2016,10.08.2016,3.46,Mg.,0,6357,29701,531
891/0W/2016,22.08.2016,23.4,Mg.,0,5066,29664,582
892/0W/2016,22.08.2016,14.9,Mg.,0,13771,29665,531
909/0W/2016,10.08.2016,4.78,Mg.,0,6357,29702,276
893/0W/2016,05.08.2016,11.88,Mg.,0,5734,29666,576
391/1W/2016,24.08.2016,4.08,Mg.,1,16394,29677,595
1362/0W/2016,23.11.2016,2.32,Mg.,0,13771,30289,604
385/1W/2016,12.08.2016,22.28,Mg.,1,6434,29668,579
910/0W/2016,29.08.2016,0.006,Mg.,0,13452,29703,582
386/1W/2016,11.08.2016,23.68,Mg.,1,4435,29669,531
829/0W/2016,04.08.2016,7.56,Mg.,0,13771,29582,531
911/0W/2016,29.08.2016,1.346,Mg.,0,13452,29704,576
387/1W/2016,10.08.2016,6.229,Mg.,1,12659,29670,531
388/1W/2016,16.08.2016,16.02,Mg.,1,12659,29671,525
389/1W/2016,16.08.2016,15.77,Mg.,1,12659,29672,357
894/0W/2016,23.08.2016,17.8,Mg.,0,2349,29673,572
878/0W/2016,11.08.2016,8.84,Mg.,0,2349,29643,576
879/0W/2016,11.08.2016,12.83,Mg.,0,905,29644,708
392/1W/2016,24.08.2016,8.9,Mg.,1,3136,29678,575
895/0W/2016,23.08.2016,10.8,Mg.,0,15623,29674,576
1035/0W/2016,26.09.2016,22.86,Mg.,0,6447,29875,531
896/0W/2016,23.08.2016,8.67,Mg.,0,5734,29675,564
393/1W/2016,24.08.2016,1.61,Mg.,1,2594,29679,529
390/1W/2016,23.08.2016,5.963,Mg.,1,10347,29676,572
887/0W/2016,17.08.2016,8.28,Mg.,0,2349,29653,531
394/1W/2016,22.08.2016,18.06,Mg.,1,12659,29680,588
395/1W/2016,22.08.2016,18.02,Mg.,1,12659,29681,351
1276/0W/2016,14.11.2016,23.14,Mg.,0,5066,30185,531
897/0W/2016,25.08.2016,8.14,Mg.,0,9810,29682,351
912/0W/2016,10.08.2016,24.56,Mg.,0,6357,29705,594
898/0W/2016,25.08.2016,8.88,Mg.,0,15623,29683,570
899/0W/2016,25.08.2016,3.76,Mg.,0,15623,29684,564
396/1W/2016,25.08.2016,9.4,Mg.,1,10983,29685,531
397/1W/2016,23.08.2016,20.04,Mg.,1,4435,29686,589
913/0W/2016,11.08.2016,3.64,Mg.,0,6357,29706,276
914/0W/2016,12.08.2016,4.2,Mg.,0,6357,29707,572
915/0W/2016,16.08.2016,1.14,Mg.,0,6357,29708,531
916/0W/2016,17.08.2016,4.18,Mg.,0,6357,29709,572
917/0W/2016,17.08.2016,4.34,Mg.,0,6357,29710,576
918/0W/2016,31.08.2016,6.48,Mg.,0,2793,29711,522
919/0W/2016,18.08.2016,24.86,Mg.,0,6357,29712,565
407/1W/2016,01.09.2016,2.95,Mg.,1,16394,29718,575
920/0W/2016,18.08.2016,1.68,Mg.,0,6357,29713,565
922/0W/2016,19.08.2016,4.2,Mg.,0,6357,29719,531
404/1W/2016,30.08.2016,14.6,Mg.,1,12659,29714,579
923/0W/2016,19.08.2016,3.94,Mg.,0,6357,29720,605
405/1W/2016,30.08.2016,14.323,Mg.,1,12659,29715,576
924/0W/2016,22.08.2016,3.44,Mg.,0,6357,29721,564
925/0W/2016,23.08.2016,24.36,Mg.,0,6357,29722,572
434/1W/2016,16.09.2016,12.51,Mg.,1,12659,29834,572
926/0W/2016,24.08.2016,5.56,Mg.,0,6357,29723,576
927/0W/2016,24.08.2016,3.34,Mg.,0,6357,29724,604
928/0W/2016,25.08.2016,5.14,Mg.,0,6357,29725,531
929/0W/2016,26.08.2016,5.06,Mg.,0,6357,29726,579
930/0W/2016,26.08.2016,3.98,Mg.,0,6357,29727,572
931/0W/2016,29.08.2016,1.66,Mg.,0,6357,29728,277
932/0W/2016,30.08.2016,13.26,Mg.,0,6357,29729,595
933/0W/2016,30.08.2016,11.54,Mg.,0,6357,29730,565
936/0W/2016,30.08.2016,4.32,Mg.,0,6357,29736,500
934/0W/2016,01.09.2016,10.7,Mg.,0,2423,29731,545
481/1W/2016,14.10.2016,24.21,Mg.,1,6434,30061,568
408/1W/2016,02.09.2016,2.08,Mg.,1,16394,29732,576
937/0W/2016,31.08.2016,4.26,Mg.,0,6357,29737,605
409/1W/2016,02.09.2016,17.84,Mg.,1,12659,29733,407
1048/0W/2016,28.09.2016,19.16,Mg.,0,2349,29890,572
410/1W/2016,02.09.2016,5.0,Mg.,1,34,29734,594
935/0W/2016,02.09.2016,23.56,Mg.,0,5066,29735,531
938/0W/2016,31.08.2016,1.72,Mg.,0,6357,29738,681
939/0W/2016,05.09.2016,12.4,Mg.,0,9810,29741,531
435/1W/2016,16.09.2016,19.68,Mg.,1,6827,29835,531
413/1W/2016,02.09.2016,0.18,Mg.,1,34,29742,531
414/1W/2016,01.09.2016,19.58,Mg.,1,4435,29743,565
411/1W/2016,05.09.2016,18.28,Mg.,1,12659,29739,390
415/1W/2016,05.09.2016,5.58,Mg.,1,1763,29744,522
412/1W/2016,05.09.2016,6.92,Mg.,1,12659,29740,531
940/0W/2016,31.08.2016,17.503,Mg.,0,827,29745,710
941/0W/2016,31.08.2016,3.43,Mg.,0,827,29746,531
947/0W/2016,02.08.2016,23.68,Mg.,0,2001,29754,572
436/1W/2016,19.09.2016,2.947,Mg.,1,15124,29836,572
477/1W/2016,17.10.2016,6.29,Mg.,1,10983,30041,564
942/0W/2016,31.08.2016,2.78,Mg.,0,827,29747,579
948/0W/2016,02.08.2016,24.16,Mg.,0,2001,29755,528
1049/0W/2016,28.09.2016,7.01,Mg.,0,8718,29891,271
943/0W/2016,31.08.2016,11.168,Mg.,0,827,29748,531
949/0W/2016,04.08.2016,24.44,Mg.,0,2001,29756,572
416/1W/2016,06.09.2016,2.3,Mg.,1,16394,29749,582
417/1W/2016,06.09.2016,2.52,Mg.,1,396,29750,531
944/0W/2016,06.09.2016,3.4,Mg.,0,15623,29751,378
945/0W/2016,06.09.2016,2.92,Mg.,0,9810,29752,531
946/0W/2016,06.09.2016,6.68,Mg.,0,13771,29753,605
950/0W/2016,16.08.2016,24.04,Mg.,0,2001,29757,579
958/0W/2016,05.09.2016,16.72,Mg.,0,2349,29770,528
951/0W/2016,17.08.2016,24.12,Mg.,0,2001,29758,572
1011/0W/2016,30.08.2016,12.22,Mg.,0,5734,29837,865
952/0W/2016,17.08.2016,22.96,Mg.,0,2001,29759,564
1036/0W/2016,01.09.2016,3.58,Mg.,0,4034,29876,531
1012/0W/2016,19.09.2016,23.1,Mg.,0,5066,29838,531
953/0W/2016,19.08.2016,23.2,Mg.,0,2001,29760,576
418/1W/2016,31.08.2016,0.3,Mg.,1,741,29761,604
419/1W/2016,31.08.2016,3.633,Mg.,1,741,29762,582
420/1W/2016,01.09.2016,21.7,Mg.,1,6434,29763,594
954/0W/2016,07.09.2016,15.72,Mg.,0,5066,29764,610
955/0W/2016,07.09.2016,8.65,Mg.,0,9810,29765,582
421/1W/2016,07.09.2016,17.94,Mg.,1,6827,29766,582
422/1W/2016,07.09.2016,15.06,Mg.,1,6827,29767,604
423/1W/2016,06.09.2016,1.75,Mg.,1,16394,29771,582
956/0W/2016,07.09.2016,0.25,Mg.,0,2423,29768,531
1013/0W/2016,19.09.2016,17.22,Mg.,0,2349,29839,357
1252/0W/2016,03.11.2016,5.32,Mg.,0,13771,30151,576
533/1W/2016,24.11.2016,10.08,Mg.,1,6827,30290,579
957/0W/2016,07.09.2016,8.055,Mg.,0,2423,29769,582
959/0W/2016,19.08.2016,24.18,Mg.,0,2001,29772,271
960/0W/2016,23.08.2016,24.62,Mg.,0,2001,29773,531
961/0W/2016,24.08.2016,24.5,Mg.,0,2001,29774,511
962/0W/2016,24.08.2016,23.38,Mg.,0,2001,29775,575
963/0W/2016,25.08.2016,24.62,Mg.,0,2001,29776,565
964/0W/2016,26.08.2016,25.4,Mg.,0,2001,29777,564
965/0W/2016,26.08.2016,23.7,Mg.,0,2001,29778,564
978/0W/2016,19.08.2016,12.38,Mg.,0,5734,29795,579
966/0W/2016,29.08.2016,23.38,Mg.,0,2001,29779,575
1389/0W/2016,01.12.2016,1.11,Mg.,0,15680,30329,531
967/0W/2016,30.08.2016,23.62,Mg.,0,2001,29780,604
968/0W/2016,31.08.2016,22.28,Mg.,0,2001,29781,531
969/0W/2016,08.09.2016,4.23,Mg.,0,5734,29782,579
970/0W/2016,08.09.2016,4.19,Mg.,0,5734,29783,572
424/1W/2016,08.09.2016,9.1,Mg.,1,10347,29784,582
900/0W/2016,26.08.2016,6.76,Mg.,0,9810,29687,334
398/1W/2016,26.08.2016,5.644,Mg.,1,15124,29688,575
399/1W/2016,26.08.2016,9.06,Mg.,1,6827,29689,511
400/1W/2016,26.08.2016,6.123,Mg.,1,15463,29690,575
971/0W/2016,08.09.2016,0.904,Mg.,0,15680,29785,595
974/0W/2016,09.09.2016,19.058,Mg.,0,14173,29788,575
972/0W/2016,09.09.2016,5.31,Mg.,0,9810,29786,531
979/0W/2016,30.08.2016,12.08,Mg.,0,5734,29796,598
973/0W/2016,09.09.2016,23.32,Mg.,0,5066,29787,572
425/1W/2016,12.09.2016,2.37,Mg.,1,10983,29789,572
426/1W/2016,12.09.2016,19.36,Mg.,1,6827,29790,476
427/1W/2016,09.09.2016,17.65,Mg.,1,2363,29791,531
980/0W/2016,31.08.2016,0.089,Mg.,0,827,29797,605
975/0W/2016,12.09.2016,8.28,Mg.,0,5066,29792,531
976/0W/2016,12.09.2016,18.56,Mg.,0,2349,29793,531
977/0W/2016,12.09.2016,3.74,Mg.,0,905,29794,594
981/0W/2016,12.09.2016,8.36,Mg.,0,14173,29798,531
428/1W/2016,13.09.2016,4.14,Mg.,1,2208,29799,579
982/0W/2016,13.09.2016,4.9,Mg.,0,8718,29800,594
983/0W/2016,01.09.2016,1.72,Mg.,0,6357,29801,565
984/0W/2016,01.09.2016,3.42,Mg.,0,6357,29802,572
985/0W/2016,02.09.2016,24.46,Mg.,0,6357,29803,531
986/0W/2016,02.09.2016,4.04,Mg.,0,6357,29804,531
987/0W/2016,05.09.2016,4.44,Mg.,0,6357,29805,605
988/0W/2016,06.09.2016,4.58,Mg.,0,6357,29806,344
989/0W/2016,08.09.2016,4.1,Mg.,0,6357,29807,564
429/1W/2016,08.09.2016,20.3,Mg.,1,6434,29808,531
430/1W/2016,09.09.2016,7.72,Mg.,1,6434,29809,682
990/0W/2016,09.09.2016,24.56,Mg.,0,6357,29810,531
991/0W/2016,09.09.2016,4.54,Mg.,0,6357,29811,582
992/0W/2016,09.09.2016,4.42,Mg.,0,6357,29812,531
993/0W/2016,14.09.2016,7.36,Mg.,0,13771,29813,344
994/0W/2016,14.09.2016,3.86,Mg.,0,15623,29814,575
995/0W/2016,14.09.2016,0.452,Mg.,0,2423,29815,576
996/0W/2016,14.09.2016,5.49,Mg.,0,2423,29816,365
431/1W/2016,13.09.2016,0.96,Mg.,1,16657,29817,575
997/0W/2016,04.08.2016,3.24,Mg.,0,4034,29818,568
998/0W/2016,05.08.2016,6.26,Mg.,0,4034,29819,531
359/1W/2016,03.08.2016,9.68,Mg.,1,10983,29571,604
360/1W/2016,03.08.2016,17.3,Mg.,1,6827,29572,576
361/1W/2016,03.08.2016,2.82,Mg.,1,396,29573,528
362/1W/2016,03.08.2016,4.38,Mg.,1,16394,29574,610
825/0W/2016,03.08.2016,23.7,Mg.,0,5066,29575,565
999/0W/2016,11.08.2016,4.42,Mg.,0,4034,29820,564
1014/0W/2016,25.08.2016,25.64,Mg.,0,3595,29840,606
1000/0W/2016,19.08.2016,6.98,Mg.,0,4034,29821,575
13/3W/2016,31.05.2016,5.037,Mg.,3,194,29849,576
1001/0W/2016,25.08.2016,3.6,Mg.,0,4034,29822,531
1037/0W/2016,06.09.2016,4.3,Mg.,0,4034,29877,582
1015/0W/2016,30.08.2016,25.84,Mg.,0,3595,29841,575
505/1W/2016,31.10.2016,3.801,Mg.,1,741,30152,575
1016/0W/2016,01.09.2016,25.6,Mg.,0,3595,29842,564
1017/0W/2016,06.09.2016,25.64,Mg.,0,3595,29843,531
1018/0W/2016,08.09.2016,23.92,Mg.,0,3595,29844,573
437/1W/2016,19.09.2016,5.38,Mg.,1,1763,29845,531
438/1W/2016,15.09.2016,20.06,Mg.,1,4435,29846,595
1019/0W/2016,20.09.2016,4.48,Mg.,0,13771,29847,344
439/1W/2016,20.09.2016,10.14,Mg.,1,6827,29848,565
14/3W/2016,30.06.2016,3.976,Mg.,3,194,29850,633
440/1W/2016,21.09.2016,3.12,Mg.,1,16394,29855,869
15/3W/2016,30.06.2016,0.267,Mg.,3,194,29851,352
1021/0W/2016,21.09.2016,6.83,Mg.,0,905,29856,594
16/3W/2016,30.06.2016,0.001,Mg.,3,194,29852,572
1022/0W/2016,21.09.2016,0.0,Mg.,0,16683,29857,604
17/3W/2016,30.06.2016,0.919,Mg.,3,194,29853,102
1023/0W/2016,21.09.2016,23.74,Mg.,0,5066,29858,373
1020/0W/2016,20.09.2016,23.34,Mg.,0,5066,29854,576
1024/0W/2016,20.09.2016,0.55,Mg.,0,15680,29859,575
1025/0W/2016,21.09.2016,5.485,Mg.,0,6447,29860,511
441/1W/2016,22.09.2016,3.48,Mg.,1,10983,29861,630
443/1W/2016,20.09.2016,20.94,Mg.,1,6434,29865,531
442/1W/2016,22.09.2016,2.84,Mg.,1,16394,29862,572
1026/0W/2016,22.09.2016,26.0,Mg.,0,5066,29863,582
1027/0W/2016,22.09.2016,8.86,Mg.,0,2423,29864,575
1028/0W/2016,23.09.2016,6.08,Mg.,0,9810,29866,510
1032/0W/2016,15.09.2016,25.62,Mg.,0,3595,29870,594
1033/0W/2016,26.09.2016,13.23,Mg.,0,8718,29871,506
1034/0W/2016,26.09.2016,16.64,Mg.,0,2349,29872,531
1029/0W/2016,23.09.2016,23.28,Mg.,0,5066,29867,531
1030/0W/2016,22.09.2016,24.132,Mg.,0,6447,29868,350
1002/0W/2016,12.09.2016,4.94,Mg.,0,6357,29823,531
1031/0W/2016,23.09.2016,21.9,Mg.,0,6447,29869,531
1003/0W/2016,12.09.2016,1.76,Mg.,0,6357,29824,531
1004/0W/2016,13.09.2016,4.74,Mg.,0,6357,29825,564
1005/0W/2016,13.09.2016,0.46,Mg.,0,6357,29826,576
1006/0W/2016,13.09.2016,4.32,Mg.,0,6357,29827,531
1007/0W/2016,13.09.2016,5.22,Mg.,0,6357,29828,565
432/1W/2016,15.09.2016,7.02,Mg.,1,3110,29829,594
1008/0W/2016,15.09.2016,23.54,Mg.,0,5066,29830,579
444/1W/2016,26.09.2016,11.56,Mg.,1,3136,29873,572
1038/0W/2016,07.09.2016,3.52,Mg.,0,4034,29878,531
1050/0W/2016,28.09.2016,13.22,Mg.,0,13771,29892,595
1039/0W/2016,13.09.2016,4.16,Mg.,0,4034,29879,572
406/1W/2016,31.08.2016,1.715,Mg.,1,2363,29716,594
534/1W/2016,24.11.2016,3.54,Mg.,1,16394,30291,565
921/0W/2016,01.09.2016,7.62,Mg.,0,9810,29717,566
1040/0W/2016,14.09.2016,4.14,Mg.,0,4034,29880,511
1041/0W/2016,19.09.2016,13.25,Mg.,0,8718,29881,576
1042/0W/2016,26.09.2016,6.0,Mg.,0,6447,29882,531
1043/0W/2016,26.09.2016,16.69,Mg.,0,6447,29883,575
1044/0W/2016,14.09.2016,6.54,Mg.,0,14816,29884,531
446/1W/2016,27.09.2016,2.411,Mg.,1,15124,29885,531
1045/0W/2016,27.09.2016,10.08,Mg.,0,13771,29886,531
448/1W/2016,29.09.2016,9.345,Mg.,1,16393,29893,375
1046/0W/2016,20.09.2016,25.76,Mg.,0,3595,29887,570
449/1W/2016,29.09.2016,4.13,Mg.,1,10983,29894,407
1047/0W/2016,22.09.2016,25.44,Mg.,0,3595,29888,366
450/1W/2016,29.09.2016,18.24,Mg.,1,6827,29895,370
451/1W/2016,29.09.2016,8.58,Mg.,1,6827,29896,565
1051/0W/2016,29.09.2016,8.556,Mg.,0,14173,29897,564
1363/0W/2016,24.11.2016,21.94,Mg.,0,5066,30292,531
1058/0W/2016,15.09.2016,4.48,Mg.,0,6357,29907,565
452/1W/2016,29.09.2016,1.22,Mg.,1,13699,29898,575
1364/0W/2016,24.11.2016,2.35,Mg.,0,8718,30293,575
1059/0W/2016,15.09.2016,4.46,Mg.,0,6357,29908,507
1060/0W/2016,15.09.2016,23.92,Mg.,0,6357,29909,587
1061/0W/2016,16.09.2016,24.6,Mg.,0,6357,29910,566
1101/0W/2016,04.10.2016,0.682,Mg.,0,5734,29952,565
1062/0W/2016,16.09.2016,4.9,Mg.,0,6357,29911,576
506/1W/2016,04.11.2016,4.24,Mg.,1,10983,30153,576
1063/0W/2016,17.09.2016,4.36,Mg.,0,6357,29912,597
8/0W/2017,09.01.2017,14.56,Mg.,0,8718,30555,564
1064/0W/2016,19.09.2016,5.1,Mg.,0,6357,29913,582
1065/0W/2016,19.09.2016,24.08,Mg.,0,6357,29914,576
1066/0W/2016,20.09.2016,5.12,Mg.,0,6357,29915,572
1067/0W/2016,20.09.2016,4.04,Mg.,0,6357,29916,565
1068/0W/2016,21.09.2016,3.86,Mg.,0,6357,29917,572
1069/0W/2016,21.09.2016,3.08,Mg.,0,6357,29918,564
1070/0W/2016,21.09.2016,24.78,Mg.,0,6357,29919,582
1071/0W/2016,22.09.2016,3.5,Mg.,0,6357,29920,710
1072/0W/2016,22.09.2016,24.14,Mg.,0,6357,29921,564
1073/0W/2016,23.09.2016,24.62,Mg.,0,6357,29922,579
1074/0W/2016,23.09.2016,5.06,Mg.,0,6357,29923,565
456/1W/2016,30.09.2016,20.46,Mg.,1,4435,29939,564
1075/0W/2016,23.09.2016,3.64,Mg.,0,6357,29924,575
1076/0W/2016,26.09.2016,4.96,Mg.,0,6357,29925,610
1077/0W/2016,26.09.2016,4.5,Mg.,0,6357,29926,594
1078/0W/2016,26.09.2016,24.14,Mg.,0,6357,29927,575
1079/0W/2016,27.09.2016,24.6,Mg.,0,6357,29928,595
447/1W/2016,28.09.2016,2.04,Mg.,1,2594,29889,528
1080/0W/2016,27.09.2016,4.72,Mg.,0,6357,29929,626
1081/0W/2016,27.09.2016,3.88,Mg.,0,6357,29930,271
1082/0W/2016,30.09.2016,23.76,Mg.,0,6447,29931,531
1083/0W/2016,30.09.2016,18.3,Mg.,0,6447,29932,572
1084/0W/2016,09.09.2016,12.48,Mg.,0,5734,29933,572
1085/0W/2016,22.09.2016,11.52,Mg.,0,5734,29934,531
455/1W/2016,04.10.2016,17.24,Mg.,1,6827,29935,809
1086/0W/2016,03.10.2016,4.56,Mg.,0,15623,29936,565
1089/0W/2016,30.09.2016,27.256,Mg.,0,827,29940,564
1087/0W/2016,03.10.2016,22.98,Mg.,0,5066,29937,575
1090/0W/2016,30.09.2016,5.402,Mg.,0,827,29941,575
1088/0W/2016,03.10.2016,12.39,Mg.,0,8718,29938,565
1091/0W/2016,30.09.2016,1.195,Mg.,0,827,29942,582
1092/0W/2016,28.09.2016,3.28,Mg.,0,6357,29943,576
1094/0W/2016,29.09.2016,24.56,Mg.,0,6357,29945,576
1093/0W/2016,29.09.2016,24.24,Mg.,0,6357,29944,565
1095/0W/2016,30.09.2016,4.56,Mg.,0,6357,29946,378
1096/0W/2016,30.09.2016,2.56,Mg.,0,6357,29947,565
1097/0W/2016,30.09.2016,5.22,Mg.,0,6357,29948,531
1098/0W/2016,04.10.2016,14.7,Mg.,0,5066,29949,271
1099/0W/2016,04.10.2016,0.0,Mg.,0,5066,29950,582
1100/0W/2016,04.10.2016,16.28,Mg.,0,13771,29951,531
1102/0W/2016,04.10.2016,7.448,Mg.,0,5734,29953,575
1103/0W/2016,04.10.2016,2.06,Mg.,0,8789,29954,276
457/1W/2016,30.09.2016,4.041,Mg.,1,741,29955,271
463/1W/2016,05.10.2016,10.42,Mg.,1,6169,29962,301
458/1W/2016,30.09.2016,0.4,Mg.,1,741,29956,575
459/1W/2016,05.10.2016,5.462,Mg.,1,14556,29957,579
460/1W/2016,05.10.2016,5.66,Mg.,1,16394,29958,276
461/1W/2016,05.10.2016,4.36,Mg.,1,396,29959,531
1104/0W/2016,05.10.2016,23.72,Mg.,0,5066,29960,564
462/1W/2016,06.10.2016,11.9,Mg.,1,6827,29961,579
1105/0W/2016,06.10.2016,13.52,Mg.,0,13771,29963,272
1106/0W/2016,06.10.2016,23.5,Mg.,0,5066,29964,579
1107/0W/2016,07.10.2016,7.71,Mg.,0,8718,29965,575
1108/0W/2016,07.10.2016,9.886,Mg.,0,2423,29966,531
1109/0W/2016,06.10.2016,20.0,Mg.,0,641,29967,531
464/1W/2016,07.10.2016,6.9,Mg.,1,6827,29968,604
1110/0W/2016,10.10.2016,2.6,Mg.,0,905,29970,522
465/1W/2016,10.10.2016,2.345,Mg.,1,15124,29969,594
1111/0W/2016,10.10.2016,8.48,Mg.,0,15623,29971,572
472/1W/2016,11.10.2016,18.68,Mg.,1,6827,29985,344
1112/0W/2016,12.10.2016,16.36,Mg.,0,2349,29972,531
1113/0W/2016,10.10.2016,19.36,Mg.,0,2349,29973,344
466/1W/2016,10.10.2016,5.06,Mg.,1,1763,29974,568
1114/0W/2016,10.10.2016,15.83,Mg.,0,14173,29975,548
1115/0W/2016,20.09.2016,7.04,Mg.,0,4034,29976,531
1116/0W/2016,23.09.2016,3.72,Mg.,0,4034,29977,572
467/1W/2016,11.10.2016,12.46,Mg.,1,10347,29978,531
473/1W/2016,11.10.2016,24.26,Mg.,1,6434,29986,528
468/1W/2016,11.10.2016,3.38,Mg.,1,12860,29979,604
1119/0W/2016,03.10.2016,24.34,Mg.,0,6357,29987,576
469/1W/2016,11.10.2016,0.78,Mg.,1,7271,29980,604
1120/0W/2016,03.10.2016,3.2,Mg.,0,6357,29988,582
1117/0W/2016,11.10.2016,1.415,Mg.,0,8718,29981,587
1121/0W/2016,03.10.2016,23.94,Mg.,0,6357,29989,565
1122/0W/2016,04.10.2016,3.62,Mg.,0,6357,29990,582
1123/0W/2016,04.10.2016,5.14,Mg.,0,6357,29991,531
1124/0W/2016,05.10.2016,4.28,Mg.,0,6357,29992,565
1125/0W/2016,05.10.2016,4.5,Mg.,0,6357,29993,582
1126/0W/2016,06.10.2016,4.1,Mg.,0,6357,29994,277
1127/0W/2016,06.10.2016,1.22,Mg.,0,6357,29995,531
1128/0W/2016,06.10.2016,24.54,Mg.,0,6357,29996,582
1129/0W/2016,06.10.2016,1.415,Mg.,0,6447,29997,565
1130/0W/2016,12.10.2016,5.685,Mg.,0,8718,29998,572
1131/0W/2016,10.10.2016,22.72,Mg.,0,5066,29999,531
1132/0W/2016,13.10.2016,23.06,Mg.,0,5066,30000,565
1133/0W/2016,13.10.2016,16.46,Mg.,0,8718,30001,576
1134/0W/2016,13.10.2016,14.35,Mg.,0,13771,30002,564
1135/0W/2016,13.10.2016,16.12,Mg.,0,2349,30003,575
1136/0W/2016,13.10.2016,6.46,Mg.,0,2423,30004,531
474/1W/2016,20.10.2016,0.923,Mg.,1,16788,30005,531
1137/0W/2016,30.09.2016,1.69,Mg.,0,827,30006,565
1142/0W/2016,13.10.2016,1.97,Mg.,0,13771,30013,528
1138/0W/2016,30.09.2016,21.105,Mg.,0,827,30007,604
1139/0W/2016,14.10.2016,14.2,Mg.,0,2349,30008,531
1140/0W/2016,14.10.2016,23.68,Mg.,0,5066,30009,594
475/1W/2016,14.10.2016,11.14,Mg.,1,6827,30010,531
1143/0W/2016,01.09.2016,24.0,Mg.,0,2001,30014,276
476/1W/2016,14.10.2016,3.9,Mg.,1,2594,30011,768
1141/0W/2016,29.07.2016,20.0,Mg.,0,641,30012,565
1144/0W/2016,01.09.2016,23.84,Mg.,0,2001,30015,531
1145/0W/2016,02.09.2016,24.22,Mg.,0,2001,30016,582
1146/0W/2016,02.09.2016,24.54,Mg.,0,2001,30017,531
1147/0W/2016,02.09.2016,24.36,Mg.,0,2001,30018,688
1148/0W/2016,06.09.2016,23.42,Mg.,0,2001,30019,271
1149/0W/2016,06.09.2016,22.54,Mg.,0,2001,30020,575
1150/0W/2016,07.09.2016,24.62,Mg.,0,2001,30021,579
453/1W/2016,28.09.2016,20.24,Mg.,1,6434,29899,344
1151/0W/2016,08.09.2016,24.84,Mg.,0,2001,30022,576
454/1W/2016,30.09.2016,4.9,Mg.,1,14556,29900,836
1152/0W/2016,08.09.2016,23.6,Mg.,0,2001,30023,582
1052/0W/2016,28.09.2016,2.009,Mg.,0,13452,29901,531
1153/0W/2016,10.09.2016,23.88,Mg.,0,2001,30024,572
1053/0W/2016,28.09.2016,0.015,Mg.,0,13452,29902,531
888/0W/2016,18.08.2016,7.89,Mg.,0,14173,29655,344
1154/0W/2016,14.09.2016,24.16,Mg.,0,2001,30025,511
1054/0W/2016,30.09.2016,4.703,Mg.,0,2423,29903,531
1155/0W/2016,14.09.2016,23.62,Mg.,0,2001,30026,579
380/1W/2016,18.08.2016,14.48,Mg.,1,6827,29656,576
1055/0W/2016,30.09.2016,6.497,Mg.,0,2423,29904,531
889/0W/2016,11.08.2016,4.413,Mg.,0,5066,29657,565
1056/0W/2016,30.09.2016,5.0,Mg.,0,8718,29905,604
1156/0W/2016,16.09.2016,24.1,Mg.,0,2001,30027,598
1057/0W/2016,30.09.2016,10.26,Mg.,0,2349,29906,531
1170/0W/2016,17.10.2016,7.97,Mg.,0,8718,30042,865
535/1W/2016,23.11.2016,21.8,Mg.,1,4435,30294,579
1173/0W/2016,30.09.2016,12.36,Mg.,0,5734,30045,564
1253/0W/2016,04.11.2016,6.45,Mg.,0,15623,30154,71
1171/0W/2016,17.10.2016,22.76,Mg.,0,5066,30043,531
1365/0W/2016,14.11.2016,24.68,Mg.,0,6357,30295,531
1172/0W/2016,17.10.2016,8.961,Mg.,0,14173,30044,572
1174/0W/2016,07.10.2016,3.58,Mg.,0,6357,30046,277
9/0W/2017,09.01.2017,16.7,Mg.,0,2349,30556,565
1175/0W/2016,07.10.2016,2.58,Mg.,0,6357,30047,531
1176/0W/2016,10.10.2016,23.78,Mg.,0,6357,30048,348
1177/0W/2016,11.10.2016,3.1,Mg.,0,6357,30049,531
1178/0W/2016,11.10.2016,4.88,Mg.,0,6357,30050,572
1179/0W/2016,11.10.2016,1.284,Mg.,0,6357,30051,564
1366/0W/2016,14.11.2016,24.3,Mg.,0,6357,30296,565
1367/0W/2016,15.11.2016,3.26,Mg.,0,6357,30297,531
1157/0W/2016,16.09.2016,24.1,Mg.,0,2001,30028,896
1180/0W/2016,12.10.2016,9.02,Mg.,0,6357,30052,582
1158/0W/2016,20.09.2016,23.32,Mg.,0,2001,30029,531
1159/0W/2016,20.09.2016,24.42,Mg.,0,2001,30030,572
1181/0W/2016,12.10.2016,15.58,Mg.,0,6357,30053,565
1160/0W/2016,22.09.2016,24.02,Mg.,0,2001,30031,582
1277/0W/2016,14.11.2016,5.84,Mg.,0,8718,30186,573
1161/0W/2016,23.09.2016,24.82,Mg.,0,2001,30032,531
1182/0W/2016,12.10.2016,4.58,Mg.,0,6357,30054,528
1162/0W/2016,24.09.2016,23.84,Mg.,0,2001,30033,576
1163/0W/2016,27.09.2016,24.66,Mg.,0,2001,30034,598
1183/0W/2016,13.10.2016,2.9,Mg.,0,6357,30055,568
1164/0W/2016,27.09.2016,23.3,Mg.,0,2001,30035,595
1165/0W/2016,28.09.2016,25.58,Mg.,0,2001,30036,531
478/1W/2016,18.10.2016,18.3,Mg.,1,16770,30056,570
1166/0W/2016,28.09.2016,24.0,Mg.,0,2001,30037,573
